version 2
run General-0-20250115-18:17:55-140596
attr configname General
attr datetime 20250115-18:17:55
attr experiment General
attr inifile shaw.ini
attr iterationvars ""
attr iterationvarsf ""
attr measurement ""
attr network src.dtnsim
attr processid 140596
attr repetition 0
attr replication #0
attr resultdir results
attr runnumber 0
attr seedset 0
param dtnsim.central.contactsFile "\"contactPlan/Contacts.txt\""
param dtnsim.central.contactsFile_A "\"contactPlan/Contacts.txt\""
param dtnsim.central.contactsFile_B "\"contactPlan/Contacts.txt\""
param dtnsim.central.contactIdsToDelete_from_celestialA "\"6 7 8 28 31 53 59 66 83 85 91 92 98 109 121 123 127 130 135 136 142 171 191 198 199 224 226 231 232 239 259 275 276 280 289 290 304 311 325 326 327 330 333 334 340 345 346 354 358 360 365 375 387 389 390 393 409 416 425 427 430 433 442 446 460 478 479 487 492 505 507 519 541 544 545 548 550 554 562 565 567 573 587 590 594 596 597 598\""
param dtnsim.central.contactIdsToDelete_from_celestialB "\"11 34 36 38 52 60 61 71 74 77 87 90 95 103 106 108 112 122 125 132 134 138 139 141 161 162 165 169 170 181 183 184 194 202 206 208 210 211 216 220 225 227 234 245 246 247 250 261 264 268 270 272 277 278 281 282 288 295 297 300 306 308 319 332 336 341 343 347 361 366 370 377 391 394 398 403 408 412 413 420 426 436 439 447 459 461 472 477 481 495 499 501 504 522 525 528 529 538 539 540 546 551 558 559 563 570 571 574 582 583 589 592\""
param dtnsim.central.celestialA_nodes "\"1 2 3\""
param dtnsim.central.celestialB_nodes "\"4 5 6\""
param dtnsim.central.locallyfaultsAware false
param dtnsim.central.mode_two_celestial true
param dtnsim.nodesNumber 6
param dtnsim.node[1].icon "\"receiverdish\""
param dtnsim.node[2..5].icon "\"satellite\""
param dtnsim.node[6].icon "\"receiverdish\""
param dtnsim.node[*].dtn.routing "\"cgrModel350\""
param dtnsim.node[*].dtn.routingType "\"routeListType:allPaths-firstEnding,volumeAware:allContacts,extensionBlock:on,contactPlan:global\""
param dtnsim.node[1].app.enable true
param dtnsim.node[1].app.bundlesNumber "\"1500\""
param dtnsim.node[1].app.start "\"0\""
param dtnsim.node[1].app.destinationEid "\"6\""
param dtnsim.node[1].app.size "\"1500\""
param dtnsim.node[1].app.interval 1

vector 0 dtnsim.node[6].app appBundleReceivedDelayvec:vector ETV
attr interpolationmode none
attr source appBundleReceivedDelay
attr title "appBundleReceivedDelayvec, vector"
0	998	85	85
0	1004	85	84
0	1010	85	83
0	1016	85	82
0	1022	85	81
0	1028	85	80
0	1034	85	79
0	1040	85	78
0	1046	85	77
0	1052	85	76
0	1058	85	75
0	1064	85	74
0	1070	85	73
0	1076	85	72
0	1082	85	71
0	1088	85	70
0	1094	85	69
0	1100	85	68
0	1106	85	67
0	1112	85	66
0	1118	85	65
0	1124	85	64
0	1130	85	63
0	1136	85	62
0	1142	85	61
0	1148	85	60
0	1154	85	59
0	1160	85	58
0	1166	85	57
0	1172	85	56
0	1178	85	55
0	1184	85	54
0	1190	85	53
0	1196	85	52
0	1202	85	51
0	1208	85	50
0	1214	85	49
0	1220	85	48
0	1226	85	47
0	1232	85	46
0	1238	85	45
0	1244	85	44
0	1250	85	43
0	1256	85	42
0	1262	85	41
0	1268	85	40
0	1274	85	39
0	1280	85	38
0	1286	85	37
0	1292	85	36
0	1298	85	35
0	1304	85	34
0	1310	85	33
0	1316	85	32
0	1322	85	31
0	1328	85	30
0	1334	85	29
0	1340	85	28
0	1346	85	27
0	1352	85	26
0	1358	85	25
0	1364	85	24
0	1370	85	23
0	2083	115	52
0	2099	115	51
0	2106	115	50
0	2112	115	49
0	2118	115	48
0	2124	115	47
0	2130	115	46
0	2136	115	45
0	2142	115	44
0	2148	115	43
0	2154	115	42
0	2160	115	41
0	2166	115	40
0	2172	115	39
0	2178	115	38
0	2184	115	37
0	2190	115	36
0	2196	115	35
0	2202	115	34
0	2208	115	33
0	2214	115	32
0	2220	115	31
0	2226	115	30
0	2232	115	29
0	2238	115	28
0	2244	115	27
0	2250	115	26
0	2256	115	25
0	2262	115	24
0	2268	115	23
0	2274	115	22
0	2280	115	21
0	2286	115	20
0	2292	115	19
0	2298	115	18
0	2304	115	17
0	2310	115	16
0	2316	115	15
0	2322	115	14
0	2328	115	13
0	2334	115	12
0	2340	115	11
0	2346	115	10
0	2352	115	9
0	2358	115	8
0	2364	115	7
0	2370	115	6
0	2376	115	5
0	2382	115	4
0	2388	115	3
0	2394	115	2
0	2400	115	1
0	2418	116	1
0	2445	117	1
0	2474	118	1
0	2501	119	1
0	2529	120	1
0	2556	121	1
0	2584	122	1
0	2612	123	1
0	2638	124	1
0	2666	125	1
0	2692	126	1
0	2719	127	1
0	2746	128	1
0	2775	129	1
0	2802	130	1
0	2829	131	1
0	2857	132	1
0	2886	133	1
0	2912	134	1
